index	original	background	difference
919	813	256	557
920	822	256	566
921	828	256	572
922	821	247	574
923	801	251	550
924	794	257	537
925	807	253	554
926	818	253	565
927	791	244	547
928	804	241	563
929	827	248	579
930	833	249	584
931	812	242	570
932	798	245	553
933	780	248	532
934	793	253	540
935	811	263	548
936	808	266	542
937	795	258	537
938	805	250	555
939	787	239	548
940	769	248	521
941	796	257	539
942	794	260	534
943	813	255	558
944	825	257	568
945	804	260	544
946	814	255	559
947	778	254	524
948	773	245	528
949	813	254	559
950	798	256	542
951	781	252	529
952	795	256	539
953	807	246	561
954	833	240	593
955	817	248	569
956	795	237	558
957	778	246	532
958	805	261	544
959	826	256	570
960	806	247	559
961	787	248	539
962	797	249	548
963	810	259	551
964	823	266	557
965	790	248	542
966	786	253	533
967	803	259	544
968	797	241	556
969	808	262	546
970	811	241	570
971	817	245	572
972	809	257	552
973	806	261	545
974	801	256	545
975	804	255	549
976	821	257	564
977	807	244	563
978	814	244	570
979	805	247	558
980	808	244	564
981	821	247	574
982	813	250	563
983	802	247	555
984	797	254	543
985	779	246	533
986	783	242	541
987	779	254	525
988	806	257	549
989	813	250	563
990	807	245	562
991	808	248	560
992	807	261	546
993	789	257	532
994	797	255	542
995	798	245	553
996	813	251	562
997	816	256	560
998	821	255	566
999	807	239	568
1000	780	249	531
1001	805	246	559
1002	814	250	564
1003	794	252	542
1004	781	245	536
1005	787	238	549
1006	798	252	546
1007	768	253	515
1008	802	254	548
1009	822	253	569
1010	786	251	535
1011	784	249	535
1012	814	261	553
1013	819	262	557
1014	800	254	546
1015	801	252	549
1016	760	249	511
1017	764	241	523
1018	794	245	549
1019	785	250	535
1020	791	252	539
1021	781	244	537
1022	773	258	515
1023	795	259	536
1024	828	250	578
1025	804	243	561
1026	796	243	553
1027	777	248	529
1028	764	256	508
1029	771	262	509
1030	775	262	513
1031	785	255	530
1032	787	248	539
1033	764	251	513
1034	762	252	510
1035	747	241	506
1036	744	246	498
1037	740	258	482
1038	770	262	508
1039	766	254	512
1040	769	243	526
1041	791	253	538
1042	771	263	508
1043	755	250	505
1044	753	254	499
1045	750	255	495
1046	732	252	480
1047	762	251	511
1048	753	261	492
1049	761	265	496
1050	747	256	491
1051	728	254	474
1052	725	255	470
1053	726	249	477
1054	745	241	504
1055	756	252	504
1056	763	258	505
1057	768	256	512
1058	772	259	513
1059	729	263	466
1060	720	256	464
1061	732	262	470
1062	732	258	474
1063	736	253	483
1064	771	251	520
1065	767	254	513
1066	731	252	479
1067	735	242	493
1068	724	244	480
1069	698	249	449
1070	701	251	450
1071	709	251	458
1072	695	241	454
1073	703	240	463
1074	690	261	429
1075	710	255	455
1076	730	245	485
1077	699	249	450
1078	715	253	462
1079	732	257	475
1080	722	255	467
1081	707	258	449
1082	694	256	438
1083	687	247	440
1084	678	253	425
1085	691	264	427
1086	693	264	429
1087	687	255	432
1088	699	252	447
1089	685	252	433
1090	663	254	409
1091	667	256	411
1092	675	259	416
1093	670	252	418
1094	684	252	432
1095	683	254	429
1096	682	262	420
1097	658	259	399
1098	666	261	405
1099	642	253	389
1100	646	254	392
1101	667	249	418
1102	661	239	422
1103	666	248	418
1104	671	257	414
1105	654	258	396
1106	665	264	401
1107	671	258	413
1108	641	242	399
1109	606	245	361
1110	634	257	377
1111	660	250	410
1112	624	254	370
1113	636	248	388
1114	638	252	386
1115	621	254	367
1116	597	243	354
1117	604	242	362
1118	633	243	390
1119	614	249	365
1120	616	248	368
1121	620	244	376
1122	608	251	357
1123	609	251	358
1124	606	260	346
1125	603	260	343
1126	583	252	331
1127	575	250	325
1128	597	248	349
1129	630	251	379
1130	615	253	362
1131	612	256	356
1132	635	252	383
1133	607	255	352
1134	574	256	318
1135	561	251	310
1136	580	247	333
1137	581	252	329
1138	582	259	323
1139	565	251	314
1140	550	252	298
1141	563	250	313
1142	565	251	314
1143	577	255	322
1144	607	257	350
1145	561	254	307
1146	548	249	299
1147	563	254	309
1148	544	253	291
1149	551	245	306
1150	538	251	287
1151	542	252	290
1152	524	254	270
1153	538	255	283
1154	563	256	307
1155	539	252	287
1156	512	253	259
1157	515	255	260
1158	502	256	246
1159	518	258	260
1160	536	250	286
1161	521	252	269
1162	544	250	294
1163	545	255	290
1164	533	256	277
1165	532	250	282
1166	548	259	289
1167	518	264	254
1168	512	261	251
1169	520	255	265
1170	498	250	248
1171	524	243	281
1172	518	246	272
1173	516	251	265
1174	510	261	249
1175	509	265	244
1176	518	261	257
1177	503	253	250
1178	509	252	257
1179	498	251	247
1180	499	256	243
1181	478	252	226
1182	476	244	232
1183	498	242	256
1184	467	253	214
1185	448	244	204
1186	463	236	227
1187	467	243	224
1188	459	244	215
1189	467	228	239
1190	439	244	195
1191	440	259	181
1192	463	251	212
1193	470	252	218
1194	469	246	223
1195	479	242	237
1196	445	241	204
1197	434	249	185
1198	445	244	201
1199	447	255	192
1200	435	263	172
1201	444	254	190
1202	476	254	222
1203	446	259	187
1204	431	261	170
1205	452	253	199
1206	454	249	205
1207	454	256	198
1208	443	251	192
1209	407	242	165
1210	411	241	170
1211	417	243	174
1212	431	251	180
1213	439	254	185
1214	442	254	188
1215	441	254	187
1216	431	252	179
1217	428	247	181
1218	435	252	183
1219	424	252	172
1220	445	252	193
1221	410	257	153
1222	370	254	116
1223	403	252	151
1224	425	258	167
1225	394	267	127
1226	386	254	132
1227	393	254	139
1228	386	260	126
1229	376	253	123
1230	375	250	125
1231	407	254	153
1232	408	257	151
1233	379	256	123
1234	371	257	114
1235	370	253	117
1236	370	251	119
1237	384	246	138
1238	395	249	146
1239	378	253	125
1240	390	251	139
1241	377	246	131
1242	405	240	165
1243	401	247	154
1244	386	260	126
1245	358	255	103
1246	367	248	119
1247	363	257	106
1248	355	259	96
1249	349	259	90
1250	366	253	113
1251	361	243	118
1252	346	251	95
1253	337	249	88
1254	360	243	117
1255	389	246	143
1256	370	257	113
1257	350	261	89
1258	347	248	99
1259	353	250	103
1260	370	259	111
1261	356	262	94
1262	330	255	75
1263	331	255	76
1264	323	255	68
1265	336	247	89
1266	353	257	96
1267	330	263	67
1268	342	248	94
1269	342	247	95
1270	333	259	74
1271	352	255	97
1272	363	250	113
1273	366	257	109
1274	351	245	106
1275	330	248	82
1276	319	260	59
1277	326	245	81
1278	353	251	102
1279	337	257	80
1280	325	252	73
1281	325	252	73
1282	319	251	68
1283	329	249	80
1284	333	242	91
1285	327	251	76
1286	309	251	58
1287	327	251	76
1288	322	252	70
1289	300	246	54
1290	299	242	57
1291	302	241	61
1292	310	246	64
1293	301	249	52
1294	317	240	77
1295	309	253	56
1296	300	252	48
1297	286	248	38
1298	271	254	17
1299	290	260	30
1300	300	247	53
1301	326	250	76
1302	346	248	98
1303	335	240	95
1304	317	244	73
1305	312	251	61
1306	302	248	54
1307	287	248	39
1308	311	251	60
1309	308	250	58
1310	290	259	31
1311	301	257	44
1312	304	253	51
1313	325	246	79
1314	330	250	80
1315	326	255	71
1316	309	253	56
1317	298	246	52
1318	289	255	34
1319	275	249	26
1320	282	249	33
1321	276	256	20
1322	283	251	32
1323	287	260	27
1324	286	264	22
1325	282	252	30
1326	314	240	74
1327	317	238	79
1328	285	246	39
1329	278	250	28
1330	297	250	47
1331	292	250	42
1332	287	252	35
1333	303	252	51
1334	306	254	52
1335	300	255	45
1336	292	254	38
1337	306	257	49
1338	283	258	25
1339	273	250	23
1340	286	249	37
1341	280	248	32
1342	306	248	58
1343	322	243	79
1344	300	245	55
1345	276	246	30
1346	273	248	25
1347	288	246	42
1348	269	244	25
1349	286	237	49
1350	289	240	49
1351	274	253	21
1352	277	261	16
1353	295	252	43
1354	287	249	38
1355	293	254	39
1356	289	256	33
1357	284	253	31
1358	278	246	32
1359	269	239	30
1360	284	249	35
1361	281	260	21
1362	275	263	12
