index	original	background	difference
1334	314	277	37
1335	279	266	13
1336	267	261	6
1337	274	271	3
1338	285	272	13
1339	291	278	13
1340	277	265	12
1341	262	266	-4
1342	291	267	24
1343	277	277	0
1344	278	274	4
1345	290	272	18
1346	278	264	14
1347	274	266	8
1348	288	268	20
1349	294	274	20
1350	320	268	52
1351	294	265	29
1352	253	258	-5
1353	264	270	-6
1354	296	274	22
1355	283	266	17
1356	285	266	19
1357	259	265	-6
1358	266	258	8
1359	280	262	18
1360	283	259	24
1361	274	266	8
1362	293	267	26
1363	289	269	20
1364	283	260	23
1365	278	267	11
1366	297	265	32
1367	293	266	27
1368	294	265	29
1369	293	274	19
1370	293	278	15
1371	291	281	10
1372	298	272	26
1373	287	275	12
1374	282	274	8
1375	286	267	19
1376	286	260	26
1377	272	271	1
1378	287	272	15
1379	286	271	15
1380	298	271	27
1381	294	273	21
1382	260	269	-9
1383	288	277	11
1384	312	268	44
1385	289	272	17
1386	295	271	24
1387	304	282	22
1388	307	265	42
1389	288	267	21
1390	275	264	11
1391	272	274	-2
1392	296	270	26
1393	289	275	14
1394	280	271	9
1395	276	270	6
1396	277	271	6
1397	285	263	22
1398	294	266	28
1399	276	273	3
1400	288	275	13
1401	289	273	16
1402	287	272	15
1403	280	276	4
1404	269	279	-10
1405	292	279	13
1406	302	267	35
1407	289	277	12
1408	297	271	26
1409	290	282	8
1410	299	271	28
1411	290	280	10
1412	294	285	9
1413	306	277	29
1414	305	262	43
1415	279	264	15
1416	279	264	15
1417	291	276	15
1418	288	278	10
1419	280	269	11
1420	275	263	12
1421	288	276	12
1422	286	274	12
1423	281	276	5
1424	291	274	17
1425	278	271	7
1426	289	275	14
1427	311	275	36
1428	297	274	23
1429	269	269	0
1430	289	268	21
1431	291	275	16
1432	299	262	37
1433	282	267	15
1434	272	261	11
1435	275	273	2
1436	279	266	13
1437	272	268	4
1438	285	277	8
1439	282	270	12
1440	275	267	8
1441	282	282	0
1442	297	275	22
1443	298	274	24
1444	281	270	11
1445	282	276	6
1446	302	274	28
1447	266	269	-3
1448	279	272	7
1449	285	276	9
1450	276	274	2
1451	276	279	-3
1452	286	269	17
1453	272	277	-5
1454	279	273	6
1455	283	273	10
1456	300	270	30
1457	296	283	13
1458	297	281	16
1459	303	273	30
1460	294	258	36
1461	290	271	19
1462	295	272	23
1463	275	271	4
1464	271	262	9
1465	271	267	4
1466	278	272	6
1467	267	270	-3
1468	268	250	18
1469	305	277	28
1470	313	267	46
1471	289	277	12
1472	273	272	1
1473	281	272	9
1474	291	273	18
1475	277	280	-3
1476	289	269	20
1477	287	274	13
1478	302	277	25
1479	291	276	15
1480	291	275	16
1481	300	279	21
1482	277	271	6
1483	286	276	10
1484	312	273	39
1485	276	271	5
1486	267	271	-4
1487	252	275	-23
1488	276	273	3
1489	279	272	7
1490	287	263	24
1491	270	281	-11
1492	291	275	16
1493	287	274	13
1494	284	272	12
1495	284	275	9
1496	290	273	17
1497	278	281	-3
1498	254	268	-14
1499	244	267	-23
1500	273	268	5
1501	297	276	21
1502	300	271	29
1503	289	271	18
1504	289	275	14
1505	275	272	3
1506	283	264	19
1507	281	268	13
1508	286	267	19
1509	275	268	7
1510	270	272	-2
1511	273	286	-13
1512	285	279	6
1513	281	267	14
1514	294	267	27
1515	268	272	-4
1516	266	267	-1
1517	278	269	9
1518	301	257	44
1519	308	271	37
1520	293	277	16
1521	258	268	-10
1522	268	278	-10
1523	270	285	-15
1524	281	270	11
1525	273	276	-3
1526	279	275	4
1527	288	280	8
1528	288	271	17
